"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Nearest Town","Public Latitude","Public Longitude","Collection Methodology","Point Count Station","Subpoint","Elevation (metres)","Slope (degrees)","Aspect (degrees)"
Rotation 1,OG-ABMI-862-1,2013,18-Jun-13,MTR,DNC,54.404869,-110.262115,1,8,P,       545,3,180,
Rotation 1,OG-ABMI-862-1,2013,18-Jun-13,MTR,DNC,54.404869,-110.262115,1,8,S,       545,3,180,
Rotation 1,OG-ABMI-862-1,2013,18-Jun-13,MTR,DNC,54.404869,-110.262115,1,9,P,       545,0,VNA,
Rotation 1,OG-ABMI-862-1,2013,18-Jun-13,MTR,DNC,54.404869,-110.262115,1,9,S,       545,0,VNA,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,1,P,       675,0,VNA,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,1,S,       675,0,VNA,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,2,P,       675,4,180,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,2,S,       675,4,180,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,3,P,       675,0,VNA,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,3,S,       675,0,VNA,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,4,P,       675,4,100,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,4,S,       675,4,100,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,5,P,       675,0,VNA,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,5,S,       675,0,VNA,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,6,P,       675,4,300,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,6,S,       675,4,300,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,7,P,       675,6,0,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,7,S,       675,6,0,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,8,P,       675,6,335,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,8,S,       675,6,335,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,9,P,       675,0,VNA,
Rotation 1,OG-ABMI-1256-1,2013,31-May-13,LMA,DNC,52.224518,-110.166168,1,9,S,       675,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,1,P,       787,7,40,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,1,S,       787,7,40,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,2,P,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,2,S,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,3,P,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,3,S,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,4,P,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,4,S,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,5,P,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,5,S,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,6,P,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,6,S,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,7,P,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,7,S,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,8,P,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,8,S,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,9,P,       787,0,VNA,
Rotation 1,OG-ABMI-1280-1,2013,17-Jun-13,TDI,DNC,52.205681,-111.68856,1,9,S,       787,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,1,P,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,1,S,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,2,P,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,2,S,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,3,P,       885,6,90,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,3,S,       885,6,90,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,4,P,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,4,S,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,5,P,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,5,S,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,6,P,       885,1,90,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,6,S,       885,1,90,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,7,P,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,7,S,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,8,P,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,8,S,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,9,P,       885,0,VNA,
Rotation 1,OG-ABMI-1383-1,2013,02-Jun-13,KTU,DNC,51.733898,-113.641487,1,9,S,       885,0,VNA,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,1,P,       917,1,90,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,1,S,       917,1,90,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,2,P,       917,0,VNA,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,2,S,       917,0,VNA,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,3,P,       917,1,280,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,3,S,       917,1,280,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,4,P,       917,2,180,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,4,S,       917,2,180,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,5,P,       917,1,280,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,5,S,       917,1,280,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,6,P,       917,0,VNA,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,6,S,       917,0,VNA,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,7,P,       917,2,250,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,7,S,       917,2,250,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,8,P,       917,0,VNA,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,8,S,       917,0,VNA,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,9,P,       917,0,VNA,
Rotation 1,OG-ABMI-1412-1,2013,01-Jun-13,KTU,DNC,51.398739,-112.253281,1,9,S,       917,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,1,P,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,1,S,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,2,P,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,2,S,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,3,P,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,3,S,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,4,P,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,4,S,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,5,P,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,5,S,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,6,P,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,6,S,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,7,P,       772,2,300,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,7,S,       772,2,300,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,8,P,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,8,S,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,9,P,       772,0,VNA,
Rotation 1,OG-ABMI-1415-1,2013,28-May-13,TDI,DNC,51.299141,-111.39669,1,9,S,       772,0,VNA,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,1,P,       719,10,60,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,1,S,       719,10,60,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,2,P,       719,4,160,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,2,S,       719,4,160,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,3,P,       719,8,290,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,3,S,       719,8,290,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,4,P,       719,8,290,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,4,S,       719,8,290,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,5,P,       719,8,180,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,5,S,       719,8,180,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,6,P,       719,8,40,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,6,S,       719,8,40,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,7,P,       719,0,VNA,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,7,S,       719,0,VNA,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,8,P,       719,2,45,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,8,S,       719,2,45,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,9,P,       719,6,180,
Rotation 1,OG-ABMI-1420-1,2013,29-May-13,LMA,DNC,51.066063,-109.998085,1,9,S,       719,6,180,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,1,P,       844,0,VNA,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,1,S,       844,0,VNA,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,2,P,       844,0,VNA,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,2,S,       844,0,VNA,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,3,P,       844,0,VNA,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,3,S,       844,0,VNA,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,4,P,       844,0,VNA,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,4,S,       844,0,VNA,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,5,P,       844,2,320,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,5,S,       844,2,320,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,6,P,       844,0,VNA,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,6,S,       844,0,VNA,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,7,P,       844,6,100,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,7,S,       844,6,100,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,8,P,       844,6,20,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,8,S,       844,6,20,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,9,P,       844,8,120,
Rotation 1,OG-ABMI-1498-2,2013,27-May-13,LMA,DNC,50.697739,-112.45594,1,9,S,       844,8,120,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,1,P,       752,11,60,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,1,S,       752,11,60,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,2,P,       752,21,30,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,2,S,       752,21,30,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,3,P,       752,0,VNA,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,3,S,       752,0,VNA,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,4,P,       752,0,VNA,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,4,S,       752,0,VNA,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,5,P,       752,9,310,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,5,S,       752,9,310,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,6,P,       752,15,90,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,6,S,       752,15,90,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,7,P,       752,10,330,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,7,S,       752,10,330,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,8,P,       752,0,VNA,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,8,S,       752,0,VNA,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,9,P,       752,12,120,
Rotation 1,OG-ABMI-1502-1,2013,26-May-13,TDI,DNC,50.532314,-111.326988,1,9,S,       752,12,120,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,1,P,       740,2,180,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,1,S,       740,2,180,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,2,P,       740,0,VNA,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,2,S,       740,0,VNA,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,3,P,       740,2,200,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,3,S,       740,2,200,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,4,P,       740,0,VNA,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,4,S,       740,0,VNA,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,5,P,       740,4,80,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,5,S,       740,4,80,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,6,P,       740,6,200,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,6,S,       740,6,200,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,7,P,       740,20,110,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,7,S,       740,20,110,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,8,P,       740,0,VNA,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,8,S,       740,0,VNA,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,9,P,       740,0,VNA,
Rotation 1,OG-ABMI-1525-1,2013,12-Jun-13,LMA,DNC,50.217842,-110.2854,1,9,S,       740,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,1,P,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,1,S,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,2,P,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,2,S,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,3,P,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,3,S,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,4,P,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,4,S,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,5,P,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,5,S,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,6,P,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,6,S,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,7,P,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,7,S,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,8,P,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,8,S,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,9,P,       994,0,VNA,
Rotation 1,OG-ABMI-1534-1,2013,11-Jun-13,TDI,DNC,50.403221,-113.142487,1,9,S,       994,0,VNA,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,1,P,      1115,20,80,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,1,S,      1115,20,80,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,2,P,      1115,20,75,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,2,S,      1115,20,75,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,3,P,      1115,16,20,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,3,S,      1115,16,20,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,4,P,      1115,30,25,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,4,S,      1115,30,25,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,5,P,      1115,6,180,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,5,S,      1115,6,180,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,6,P,      1115,20,80,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,6,S,      1115,20,80,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,7,P,      1115,30,320,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,7,S,      1115,30,320,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,8,P,      1115,8,300,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,8,S,      1115,8,300,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,9,P,      1115,2,200,
Rotation 1,OG-ABMI-1567-1,2013,10-Jun-13,LMA,DNC,50.081772,-113.789474,1,9,S,      1115,2,200,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,1,P,       852,0,VNA,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,1,S,       852,0,VNA,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,2,P,       852,4,350,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,2,S,       852,4,350,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,3,P,       852,2,100,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,3,S,       852,2,100,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,4,P,       852,0,VNA,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,4,S,       852,0,VNA,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,5,P,       852,0,VNA,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,5,S,       852,0,VNA,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,6,P,       852,0,VNA,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,6,S,       852,0,VNA,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,7,P,       852,0,VNA,
Rotation 1,OG-ABMI-1589-1,2013,15-Jun-13,TDI,DNC,49.783173,-112.453911,1,7,S,       852,0,VNA,
