"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Sub-ordinal transect","Canopy Cover Location","Canopy Closure (Open dots)"
Rotation 1,1594,2012,05-Jul-12,JLE,NW,2,96,
Rotation 1,1594,2012,05-Jul-12,JLE,SE,1,96,
Rotation 1,1594,2012,05-Jul-12,JLE,SE,2,96,
Rotation 1,1594,2012,05-Jul-12,JLE,SW,1,96,
Rotation 1,1594,2012,05-Jul-12,JLE,SW,2,96,
Rotation 1,1597,2012,04-Jul-12,JLE,NE,1,96,
Rotation 1,1597,2012,04-Jul-12,JLE,NE,2,96,
Rotation 1,1597,2012,04-Jul-12,JLE,NW,1,96,
Rotation 1,1597,2012,04-Jul-12,JLE,NW,2,96,
Rotation 1,1597,2012,04-Jul-12,JLE,SE,1,96,
Rotation 1,1597,2012,04-Jul-12,JLE,SE,2,96,
Rotation 1,1597,2012,04-Jul-12,JLE,SW,1,96,
Rotation 1,1597,2012,04-Jul-12,JLE,SW,2,96,
Rotation 1,1607,2012,01-Jul-12,CPA,NE,1,96,
Rotation 1,1607,2012,01-Jul-12,CPA,NE,2,96,
Rotation 1,1607,2012,01-Jul-12,CPA,NW,1,96,
Rotation 1,1607,2012,01-Jul-12,CPA,NW,2,96,
Rotation 1,1607,2012,01-Jul-12,CPA,SE,1,96,
Rotation 1,1607,2012,01-Jul-12,CPA,SE,2,96,
Rotation 1,1607,2012,01-Jul-12,CPA,SW,1,96,
Rotation 1,1607,2012,01-Jul-12,CPA,SW,2,96,
Rotation 1,1608,2012,02-Jul-12,CPA,NE,1,96,
Rotation 1,1608,2012,02-Jul-12,CPA,NE,2,96,
Rotation 1,1608,2012,02-Jul-12,CPA,NW,1,96,
Rotation 1,1608,2012,02-Jul-12,CPA,NW,2,96,
Rotation 1,1608,2012,02-Jul-12,CPA,SE,1,96,
Rotation 1,1608,2012,02-Jul-12,CPA,SE,2,96,
Rotation 1,1608,2012,02-Jul-12,CPA,SW,1,96,
Rotation 1,1608,2012,02-Jul-12,CPA,SW,2,96,
Rotation 1,1609,2012,03-Jul-12,CPA,NE,1,96,
Rotation 1,1609,2012,03-Jul-12,CPA,NE,2,96,
Rotation 1,1609,2012,03-Jul-12,CPA,NW,1,96,
Rotation 1,1609,2012,03-Jul-12,CPA,NW,2,96,
Rotation 1,1609,2012,03-Jul-12,CPA,SE,1,96,
Rotation 1,1609,2012,03-Jul-12,CPA,SE,2,96,
Rotation 1,1609,2012,03-Jul-12,CPA,SW,1,96,
Rotation 1,1609,2012,03-Jul-12,CPA,SW,2,96,
Rotation 1,1624,2012,05-Jul-12,CPA,NE,1,96,
Rotation 1,1624,2012,05-Jul-12,CPA,NE,2,96,
Rotation 1,1624,2012,05-Jul-12,CPA,NW,1,96,
Rotation 1,1624,2012,05-Jul-12,CPA,NW,2,96,
Rotation 1,1624,2012,05-Jul-12,CPA,SE,1,96,
Rotation 1,1624,2012,05-Jul-12,CPA,SE,2,96,
Rotation 1,1624,2012,05-Jul-12,CPA,SW,1,96,
Rotation 1,1624,2012,05-Jul-12,CPA,SW,2,96,
Rotation 1,1625,2012,05-Jul-12,CPA,NE,1,96,
Rotation 1,1625,2012,05-Jul-12,CPA,NE,2,96,
Rotation 1,1625,2012,05-Jul-12,CPA,NW,1,96,
Rotation 1,1625,2012,05-Jul-12,CPA,NW,2,96,
Rotation 1,1625,2012,05-Jul-12,CPA,SE,1,96,
Rotation 1,1625,2012,05-Jul-12,CPA,SE,2,96,
Rotation 1,1625,2012,05-Jul-12,CPA,SW,1,96,
Rotation 1,1625,2012,05-Jul-12,CPA,SW,2,96,
Rotation 1,1626,2012,05-Jul-12,CPA,NE,1,96,
Rotation 1,1626,2012,05-Jul-12,CPA,NE,2,96,
Rotation 1,1626,2012,05-Jul-12,CPA,NW,1,96,
Rotation 1,1626,2012,05-Jul-12,CPA,NW,2,96,
Rotation 1,1626,2012,05-Jul-12,CPA,SE,1,96,
Rotation 1,1626,2012,05-Jul-12,CPA,SE,2,96,
Rotation 1,1626,2012,05-Jul-12,CPA,SW,1,96,
Rotation 1,1626,2012,05-Jul-12,CPA,SW,2,96,
Rotation 1,1640,2012,08-Jul-12,MLI,NE,1,96,
Rotation 1,1640,2012,08-Jul-12,MLI,NE,2,96,
Rotation 1,1640,2012,08-Jul-12,MLI,NW,1,96,
Rotation 1,1640,2012,08-Jul-12,MLI,NW,2,96,
Rotation 1,1640,2012,08-Jul-12,MLI,SE,1,96,
Rotation 1,1640,2012,08-Jul-12,MLI,SE,2,96,
Rotation 1,1640,2012,08-Jul-12,MLI,SW,1,96,
Rotation 1,1640,2012,08-Jul-12,MLI,SW,2,96,
Rotation 1,1641,2012,07-Jul-12,CPA,NE,1,96,
Rotation 1,1641,2012,07-Jul-12,CPA,NE,2,96,
Rotation 1,1641,2012,07-Jul-12,CPA,NW,1,96,
Rotation 1,1641,2012,07-Jul-12,CPA,NW,2,96,
Rotation 1,1641,2012,07-Jul-12,CPA,SE,1,96,
Rotation 1,1641,2012,07-Jul-12,CPA,SE,2,96,
Rotation 1,1641,2012,07-Jul-12,CPA,SW,1,96,
Rotation 1,1641,2012,07-Jul-12,CPA,SW,2,96,
Rotation 1,1642,2012,08-Jul-12,CPA,NE,1,96,
Rotation 1,1642,2012,08-Jul-12,CPA,NE,2,96,
Rotation 1,1642,2012,08-Jul-12,CPA,NW,1,96,
Rotation 1,1642,2012,08-Jul-12,CPA,NW,2,96,
Rotation 1,1642,2012,08-Jul-12,CPA,SE,1,96,
Rotation 1,1642,2012,08-Jul-12,CPA,SE,2,96,
Rotation 1,1642,2012,08-Jul-12,CPA,SW,1,96,
Rotation 1,1642,2012,08-Jul-12,CPA,SW,2,96,
Rotation 1,1643,2012,09-Jul-12,CPA,NE,1,96,
Rotation 1,1643,2012,09-Jul-12,CPA,NE,2,96,
Rotation 1,1643,2012,09-Jul-12,CPA,NW,1,96,
Rotation 1,1643,2012,09-Jul-12,CPA,NW,2,96,
Rotation 1,1643,2012,09-Jul-12,CPA,SE,1,96,
Rotation 1,1643,2012,09-Jul-12,CPA,SE,2,96,
Rotation 1,1643,2012,09-Jul-12,CPA,SW,1,96,
Rotation 1,1643,2012,09-Jul-12,CPA,SW,2,96,
Rotation 1,OG-ABMI-1391-1,2012,16-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1391-1,2012,16-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1391-1,2012,16-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1391-1,2012,16-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1391-1,2012,16-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1391-1,2012,16-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1391-1,2012,16-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1391-1,2012,16-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1443-1,2012,17-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1443-1,2012,17-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1443-1,2012,17-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1443-1,2012,17-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1443-1,2012,17-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1443-1,2012,17-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1443-1,2012,17-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1443-1,2012,17-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1481-1,2012,03-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1481-1,2012,03-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1481-1,2012,03-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1481-1,2012,03-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1481-1,2012,03-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1481-1,2012,03-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1481-1,2012,03-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1481-1,2012,03-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1498-1,2012,03-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1498-1,2012,03-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1498-1,2012,03-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1498-1,2012,03-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1498-1,2012,03-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1498-1,2012,03-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1498-1,2012,03-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1498-1,2012,03-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1506-1,2012,18-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1506-1,2012,18-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1506-1,2012,18-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1506-1,2012,18-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1506-1,2012,18-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1506-1,2012,18-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1506-1,2012,18-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1506-1,2012,18-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1514-1,2012,06-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1514-1,2012,06-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1514-1,2012,06-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1514-1,2012,06-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1514-1,2012,06-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1514-1,2012,06-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1514-1,2012,06-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1514-1,2012,06-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1516-1,2012,05-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1516-1,2012,05-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1516-1,2012,05-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1516-1,2012,05-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1516-1,2012,05-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1516-1,2012,05-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1516-1,2012,05-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1516-1,2012,05-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1518-1,2012,04-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1518-1,2012,04-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1518-1,2012,04-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1518-1,2012,04-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1518-1,2012,04-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1518-1,2012,04-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1518-1,2012,04-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1518-1,2012,04-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1554-1,2012,07-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1554-1,2012,07-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1554-1,2012,07-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1554-1,2012,07-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1554-1,2012,07-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1554-1,2012,07-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1554-1,2012,07-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1554-1,2012,07-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1558-1,2012,19-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1558-1,2012,19-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1558-1,2012,19-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1558-1,2012,19-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1558-1,2012,19-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1558-1,2012,19-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1558-1,2012,19-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1558-1,2012,19-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1577-1,2012,20-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1577-1,2012,20-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1577-1,2012,20-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1577-1,2012,20-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1577-1,2012,20-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1577-1,2012,20-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1577-1,2012,20-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1577-1,2012,20-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1608-1,2012,23-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1608-1,2012,23-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1608-1,2012,23-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1608-1,2012,23-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1608-1,2012,23-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1608-1,2012,23-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1608-1,2012,23-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1608-1,2012,23-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1612-1,2012,21-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1612-1,2012,21-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1612-1,2012,21-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1612-1,2012,21-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1612-1,2012,21-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1612-1,2012,21-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1612-1,2012,21-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1612-1,2012,21-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1646-1,2012,22-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1646-1,2012,22-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1646-1,2012,22-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1646-1,2012,22-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1646-1,2012,22-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1646-1,2012,22-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1646-1,2012,22-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1646-1,2012,22-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ABMI-1650-1,2012,09-Jul-12,MLI,NE,1,96,
Rotation 1,OG-ABMI-1650-1,2012,09-Jul-12,MLI,NE,2,96,
Rotation 1,OG-ABMI-1650-1,2012,09-Jul-12,MLI,NW,1,96,
Rotation 1,OG-ABMI-1650-1,2012,09-Jul-12,MLI,NW,2,96,
Rotation 1,OG-ABMI-1650-1,2012,09-Jul-12,MLI,SE,1,96,
Rotation 1,OG-ABMI-1650-1,2012,09-Jul-12,MLI,SE,2,96,
Rotation 1,OG-ABMI-1650-1,2012,09-Jul-12,MLI,SW,1,96,
Rotation 1,OG-ABMI-1650-1,2012,09-Jul-12,MLI,SW,2,96,
Rotation 1,OG-ALPAC-602-2,2012,07-Jul-12,MBO,NE,1,17,
Rotation 1,OG-ALPAC-602-2,2012,07-Jul-12,MBO,NE,2,15,
Rotation 1,OG-ALPAC-602-2,2012,07-Jul-12,MBO,NW,1,7,
Rotation 1,OG-ALPAC-602-2,2012,07-Jul-12,MBO,NW,2,24,
Rotation 1,OG-ALPAC-602-2,2012,07-Jul-12,MBO,SE,1,21,
Rotation 1,OG-ALPAC-602-2,2012,07-Jul-12,MBO,SE,2,12,
Rotation 1,OG-ALPAC-602-2,2012,07-Jul-12,MBO,SW,1,23,
Rotation 1,OG-ALPAC-602-2,2012,07-Jul-12,MBO,SW,2,17,
Rotation 1,OG-ALPAC-787-1,2012,23-Jul-12,JSA,NE,1,3,
Rotation 1,OG-ALPAC-787-1,2012,23-Jul-12,JSA,NE,2,5,
Rotation 1,OG-ALPAC-787-1,2012,23-Jul-12,JSA,NW,1,0,
Rotation 1,OG-ALPAC-787-1,2012,23-Jul-12,JSA,NW,2,0,
Rotation 1,OG-ALPAC-787-1,2012,23-Jul-12,JSA,SE,1,93,
Rotation 1,OG-ALPAC-787-1,2012,23-Jul-12,JSA,SE,2,71,
Rotation 1,OG-ALPAC-787-1,2012,23-Jul-12,JSA,SW,1,0,
Rotation 1,OG-ALPAC-787-1,2012,23-Jul-12,JSA,SW,2,0,
Rotation 1,OG-ALPAC-787-2,2012,16-Jul-12,JSA,NE,1,1,
Rotation 1,OG-ALPAC-787-2,2012,16-Jul-12,JSA,NE,2,21,
Rotation 1,OG-ALPAC-787-2,2012,16-Jul-12,JSA,NW,1,3,
Rotation 1,OG-ALPAC-787-2,2012,16-Jul-12,JSA,NW,2,14,
Rotation 1,OG-ALPAC-787-2,2012,16-Jul-12,JSA,SE,1,1,
Rotation 1,OG-ALPAC-787-2,2012,16-Jul-12,JSA,SE,2,0,
Rotation 1,OG-ALPAC-787-2,2012,16-Jul-12,JSA,SW,1,60,
Rotation 1,OG-ALPAC-787-2,2012,16-Jul-12,JSA,SW,2,3,
Rotation 1,OG-ALPAC-787-3,2012,24-Jul-12,JSA,NE,1,0,
Rotation 1,OG-ALPAC-787-3,2012,24-Jul-12,JSA,NE,2,0,
Rotation 1,OG-ALPAC-787-3,2012,24-Jul-12,JSA,NW,1,10,
Rotation 1,OG-ALPAC-787-3,2012,24-Jul-12,JSA,NW,2,12,
Rotation 1,OG-ALPAC-787-3,2012,24-Jul-12,JSA,SE,1,0,
Rotation 1,OG-ALPAC-787-3,2012,24-Jul-12,JSA,SE,2,0,
Rotation 1,OG-ALPAC-787-3,2012,24-Jul-12,JSA,SW,1,0,
Rotation 1,OG-ALPAC-787-3,2012,24-Jul-12,JSA,SW,2,0,
Rotation 1,OG-ALPAC-787-4,2012,17-Jul-12,JSA,NE,1,0,
Rotation 1,OG-ALPAC-787-4,2012,17-Jul-12,JSA,NE,2,0,
Rotation 1,OG-ALPAC-787-4,2012,17-Jul-12,JSA,NW,1,81,
Rotation 1,OG-ALPAC-787-4,2012,17-Jul-12,JSA,NW,2,89,
Rotation 1,OG-ALPAC-787-4,2012,17-Jul-12,JSA,SE,1,0,
Rotation 1,OG-ALPAC-787-4,2012,17-Jul-12,JSA,SE,2,2,
Rotation 1,OG-ALPAC-787-4,2012,17-Jul-12,JSA,SW,1,1,
Rotation 1,OG-ALPAC-787-4,2012,17-Jul-12,JSA,SW,2,29,
Rotation 1,OG-ALPAC-787-5,2012,19-Jul-12,JSA,NE,1,96,
Rotation 1,OG-ALPAC-787-5,2012,19-Jul-12,JSA,NE,2,96,
Rotation 1,OG-ALPAC-787-5,2012,19-Jul-12,JSA,NW,1,42,
Rotation 1,OG-ALPAC-787-5,2012,19-Jul-12,JSA,NW,2,96,
Rotation 1,OG-ALPAC-787-5,2012,19-Jul-12,JSA,SE,1,96,
Rotation 1,OG-ALPAC-787-5,2012,19-Jul-12,JSA,SE,2,96,
Rotation 1,OG-ALPAC-787-5,2012,19-Jul-12,JSA,SW,1,52,
Rotation 1,OG-ALPAC-787-5,2012,19-Jul-12,JSA,SW,2,5,
Rotation 1,OG-ALPAC-818-1,2012,23-Jul-12,JCR,NE,1,22,
Rotation 1,OG-ALPAC-818-1,2012,23-Jul-12,JCR,NE,2,16,
Rotation 1,OG-ALPAC-818-1,2012,23-Jul-12,JCR,NW,1,22,
Rotation 1,OG-ALPAC-818-1,2012,23-Jul-12,JCR,NW,2,37,
Rotation 1,OG-ALPAC-818-1,2012,23-Jul-12,JCR,SE,1,6,
Rotation 1,OG-ALPAC-818-1,2012,23-Jul-12,JCR,SE,2,84,
Rotation 1,OG-ALPAC-818-1,2012,23-Jul-12,JCR,SW,1,16,
Rotation 1,OG-ALPAC-818-1,2012,23-Jul-12,JCR,SW,2,22,
Rotation 1,OG-ALPAC-819-1,2012,21-Jul-12,JSA,NE,1,0,
Rotation 1,OG-ALPAC-819-1,2012,21-Jul-12,JSA,NE,2,DNC,
Rotation 1,OG-ALPAC-819-1,2012,21-Jul-12,JSA,NW,1,0,
Rotation 1,OG-ALPAC-819-1,2012,21-Jul-12,JSA,NW,2,0,
Rotation 1,OG-ALPAC-819-1,2012,21-Jul-12,JSA,SE,1,71,
Rotation 1,OG-ALPAC-819-1,2012,21-Jul-12,JSA,SE,2,10,
Rotation 1,OG-ALPAC-819-1,2012,21-Jul-12,JSA,SW,1,25,
Rotation 1,OG-ALPAC-819-1,2012,21-Jul-12,JSA,SW,2,16,
Rotation 1,OG-ALPAC-819-2,2012,22-Jul-12,JSA,NE,1,6,
Rotation 1,OG-ALPAC-819-2,2012,22-Jul-12,JSA,NE,2,2,
Rotation 1,OG-ALPAC-819-2,2012,22-Jul-12,JSA,NW,1,0,
Rotation 1,OG-ALPAC-819-2,2012,22-Jul-12,JSA,NW,2,0,
Rotation 1,OG-ALPAC-819-2,2012,22-Jul-12,JSA,SE,1,11,
Rotation 1,OG-ALPAC-819-2,2012,22-Jul-12,JSA,SE,2,2,
Rotation 1,OG-ALPAC-819-2,2012,22-Jul-12,JSA,SW,1,14,
Rotation 1,OG-ALPAC-819-2,2012,22-Jul-12,JSA,SW,2,0,
Rotation 1,OG-ALPAC-819-3,2012,18-Jul-12,JSA,NE,1,26,
Rotation 1,OG-ALPAC-819-3,2012,18-Jul-12,JSA,NE,2,0,
Rotation 1,OG-ALPAC-819-3,2012,18-Jul-12,JSA,NW,1,0,
Rotation 1,OG-ALPAC-819-3,2012,18-Jul-12,JSA,NW,2,0,
Rotation 1,OG-ALPAC-819-3,2012,18-Jul-12,JSA,SE,1,0,
Rotation 1,OG-ALPAC-819-3,2012,18-Jul-12,JSA,SE,2,51,
Rotation 1,OG-ALPAC-819-3,2012,18-Jul-12,JSA,SW,1,0,
Rotation 1,OG-ALPAC-819-3,2012,18-Jul-12,JSA,SW,2,0,
Rotation 1,7,2013,20-Jul-13,MRE,NE,1,54,
Rotation 1,7,2013,20-Jul-13,MRE,NE,2,49,
Rotation 1,7,2013,20-Jul-13,MRE,NW,1,71,
Rotation 1,7,2013,20-Jul-13,MRE,NW,2,54,
Rotation 1,7,2013,20-Jul-13,MRE,SE,1,78,
Rotation 1,7,2013,20-Jul-13,MRE,SE,2,71,
Rotation 1,7,2013,20-Jul-13,MRE,SW,1,15,
Rotation 1,7,2013,20-Jul-13,MRE,SW,2,85,
Rotation 1,8,2013,20-Jul-13,COS,NE,1,30,
Rotation 1,8,2013,20-Jul-13,COS,NE,2,96,
Rotation 1,8,2013,20-Jul-13,COS,NW,1,80,
Rotation 1,8,2013,20-Jul-13,COS,NW,2,38,
Rotation 1,8,2013,20-Jul-13,COS,SE,1,68,
Rotation 1,8,2013,20-Jul-13,COS,SE,2,88,
Rotation 1,8,2013,20-Jul-13,COS,SW,1,93,
Rotation 1,8,2013,20-Jul-13,COS,SW,2,96,
Rotation 1,19,2013,21-Jul-13,COS,NE,1,96,
Rotation 1,19,2013,21-Jul-13,COS,NE,2,96,
Rotation 1,19,2013,21-Jul-13,COS,NW,1,96,
Rotation 1,19,2013,21-Jul-13,COS,NW,2,96,
Rotation 1,19,2013,21-Jul-13,COS,SE,1,96,
Rotation 1,19,2013,21-Jul-13,COS,SE,2,96,
Rotation 1,19,2013,21-Jul-13,COS,SW,1,96,
Rotation 1,19,2013,21-Jul-13,COS,SW,2,96,
Rotation 1,20,2013,06-Sep-13,JDE,NE,1,96,
Rotation 1,20,2013,06-Sep-13,JDE,NE,2,96,
Rotation 1,20,2013,06-Sep-13,JDE,NW,1,96,
Rotation 1,20,2013,06-Sep-13,JDE,NW,2,96,
Rotation 1,20,2013,06-Sep-13,JDE,SE,1,96,
Rotation 1,20,2013,06-Sep-13,JDE,SE,2,96,
Rotation 1,20,2013,06-Sep-13,JDE,SW,1,96,
Rotation 1,20,2013,06-Sep-13,JDE,SW,2,96,
Rotation 1,38,2013,19-Jul-13,MRE,NE,1,91,
Rotation 1,38,2013,19-Jul-13,MRE,NE,2,89,
Rotation 1,38,2013,19-Jul-13,MRE,NW,1,96,
Rotation 1,38,2013,19-Jul-13,MRE,NW,2,95,
Rotation 1,38,2013,19-Jul-13,MRE,SE,1,96,
Rotation 1,38,2013,19-Jul-13,MRE,SE,2,96,
Rotation 1,38,2013,19-Jul-13,MRE,SW,1,96,
Rotation 1,38,2013,19-Jul-13,MRE,SW,2,96,
Rotation 1,39,2013,19-Jul-13,COS,NE,1,96,
Rotation 1,39,2013,19-Jul-13,COS,NE,2,37,
Rotation 1,39,2013,19-Jul-13,COS,NW,1,94,
Rotation 1,39,2013,19-Jul-13,COS,NW,2,51,
Rotation 1,39,2013,19-Jul-13,COS,SE,1,6,
Rotation 1,39,2013,19-Jul-13,COS,SE,2,17,
Rotation 1,39,2013,19-Jul-13,COS,SW,1,96,
Rotation 1,39,2013,19-Jul-13,COS,SW,2,90,
Rotation 1,54,2013,05-Jul-13,BJO2,NE,1,54,
Rotation 1,54,2013,05-Jul-13,BJO2,NE,2,53,
Rotation 1,54,2013,05-Jul-13,BJO2,NW,1,55,
Rotation 1,54,2013,05-Jul-13,BJO2,NW,2,17,
Rotation 1,54,2013,05-Jul-13,BJO2,SE,1,37,
Rotation 1,54,2013,05-Jul-13,BJO2,SE,2,30,
Rotation 1,54,2013,05-Jul-13,BJO2,SW,1,16,
Rotation 1,54,2013,05-Jul-13,BJO2,SW,2,28,
Rotation 1,55,2013,06-Jul-13,BJO2,NE,1,89,
Rotation 1,55,2013,06-Jul-13,BJO2,NE,2,95,
Rotation 1,55,2013,06-Jul-13,BJO2,NW,1,76,
Rotation 1,55,2013,06-Jul-13,BJO2,NW,2,92,
Rotation 1,55,2013,06-Jul-13,BJO2,SE,1,41,
Rotation 1,55,2013,06-Jul-13,BJO2,SE,2,37,
Rotation 1,55,2013,06-Jul-13,BJO2,SW,1,19,
Rotation 1,55,2013,06-Jul-13,BJO2,SW,2,11,
Rotation 1,56,2013,07-Jul-13,MHO,NE,1,96,
Rotation 1,56,2013,07-Jul-13,MHO,NE,2,86,
Rotation 1,56,2013,07-Jul-13,MHO,NW,1,76,
Rotation 1,56,2013,07-Jul-13,MHO,NW,2,91,
Rotation 1,56,2013,07-Jul-13,MHO,SE,1,5,
Rotation 1,56,2013,07-Jul-13,MHO,SE,2,0,
