"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Tree Core Type","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number","Significant Tree Damage"
Rotation 1,7,2013,20-Jul-13,MRE,SW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,7,2013,20-Jul-13,MRE,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,8,2013,20-Jul-13,COS,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,8,2013,20-Jul-13,COS,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,8,2013,20-Jul-13,COS,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,8,2013,20-Jul-13,COS,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,8,2013,20-Jul-13,COS,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,8,2013,20-Jul-13,COS,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,8,2013,20-Jul-13,COS,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,8,2013,20-Jul-13,COS,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,8,2013,20-Jul-13,COS,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,19,2013,21-Jul-13,COS,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,19,2013,21-Jul-13,COS,NE,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,19,2013,21-Jul-13,COS,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,19,2013,21-Jul-13,COS,NW,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,19,2013,21-Jul-13,COS,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,19,2013,21-Jul-13,COS,SE,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,19,2013,21-Jul-13,COS,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,19,2013,21-Jul-13,COS,SW,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,19,2013,21-Jul-13,COS,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,20,2013,09-Jun-13,JDE,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,20,2013,09-Jun-13,JDE,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,20,2013,09-Jun-13,JDE,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,20,2013,09-Jun-13,JDE,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,20,2013,09-Jun-13,JDE,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,20,2013,09-Jun-13,JDE,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,20,2013,09-Jun-13,JDE,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,20,2013,09-Jun-13,JDE,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,20,2013,09-Jun-13,JDE,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,38,2013,19-Jul-13,MRE,1Ha,Largest Tree,Paper Birch,Betula papyrifera,Species,99003461,None,
Rotation 1,38,2013,19-Jul-13,MRE,NE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,38,2013,19-Jul-13,MRE,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,38,2013,19-Jul-13,MRE,NW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,38,2013,19-Jul-13,MRE,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,38,2013,19-Jul-13,MRE,SE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,38,2013,19-Jul-13,MRE,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,38,2013,19-Jul-13,MRE,SW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,38,2013,19-Jul-13,MRE,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,39,2013,19-Jul-13,COS,1Ha,Largest Tree,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,39,2013,19-Jul-13,COS,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,39,2013,19-Jul-13,COS,NE,Secondary Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,39,2013,19-Jul-13,COS,NW,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,39,2013,19-Jul-13,COS,NW,Secondary Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,39,2013,19-Jul-13,COS,SE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,39,2013,19-Jul-13,COS,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,39,2013,19-Jul-13,COS,SW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,39,2013,19-Jul-13,COS,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,54,2013,05-Jul-13,BJO2,1Ha,Largest Tree,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,54,2013,05-Jul-13,BJO2,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,54,2013,05-Jul-13,BJO2,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,54,2013,05-Jul-13,BJO2,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,54,2013,05-Jul-13,BJO2,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,54,2013,05-Jul-13,BJO2,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,54,2013,05-Jul-13,BJO2,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,54,2013,05-Jul-13,BJO2,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,54,2013,05-Jul-13,BJO2,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,55,2013,06-Jul-13,BJO2,1Ha,Largest Tree,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,55,2013,06-Jul-13,BJO2,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,55,2013,06-Jul-13,BJO2,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,55,2013,06-Jul-13,BJO2,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,55,2013,06-Jul-13,BJO2,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,55,2013,06-Jul-13,BJO2,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,55,2013,06-Jul-13,BJO2,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,55,2013,06-Jul-13,BJO2,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,55,2013,06-Jul-13,BJO2,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,56,2013,07-Jul-13,MHO,1Ha,Largest Tree,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,56,2013,07-Jul-13,MHO,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,56,2013,07-Jul-13,MHO,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,56,2013,07-Jul-13,MHO,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,56,2013,07-Jul-13,MHO,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,56,2013,07-Jul-13,MHO,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,56,2013,07-Jul-13,MHO,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,56,2013,07-Jul-13,MHO,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,56,2013,07-Jul-13,MHO,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,82,2013,08-Jul-13,MHO,1Ha,Largest Tree,Lodgepole Pine,Pinus contorta,Species,99004829,None,
Rotation 1,82,2013,08-Jul-13,MHO,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,82,2013,08-Jul-13,MHO,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,82,2013,08-Jul-13,MHO,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,82,2013,08-Jul-13,MHO,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,82,2013,08-Jul-13,MHO,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,82,2013,08-Jul-13,MHO,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,82,2013,08-Jul-13,MHO,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,82,2013,08-Jul-13,MHO,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,83,2013,09-Jul-13,MHO,1Ha,Largest Tree,Black Spruce,Picea mariana,Species,99004837,O,
Rotation 1,83,2013,09-Jul-13,MHO,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,83,2013,09-Jul-13,MHO,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,83,2013,09-Jul-13,MHO,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,83,2013,09-Jul-13,MHO,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,83,2013,09-Jul-13,MHO,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,BT,
Rotation 1,83,2013,09-Jul-13,MHO,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,83,2013,09-Jul-13,MHO,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,FC,
Rotation 1,83,2013,09-Jul-13,MHO,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,84,2013,10-Jul-13,GSC,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,84,2013,10-Jul-13,GSC,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,84,2013,10-Jul-13,GSC,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,84,2013,10-Jul-13,GSC,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,84,2013,10-Jul-13,GSC,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,84,2013,10-Jul-13,GSC,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,84,2013,10-Jul-13,GSC,SE,Secondary Species,Paper Birch,Betula papyrifera,Species,99003461,None,
Rotation 1,84,2013,10-Jul-13,GSC,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,84,2013,10-Jul-13,GSC,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,111,2013,11-Jul-13,GSC,1Ha,Largest Tree,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,111,2013,11-Jul-13,GSC,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,111,2013,11-Jul-13,GSC,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,111,2013,11-Jul-13,GSC,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,111,2013,11-Jul-13,GSC,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,111,2013,11-Jul-13,GSC,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,111,2013,11-Jul-13,GSC,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,111,2013,11-Jul-13,GSC,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,111,2013,11-Jul-13,GSC,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,112,2013,14-Jul-13,GSC,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,112,2013,14-Jul-13,GSC,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,112,2013,14-Jul-13,GSC,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,112,2013,14-Jul-13,GSC,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,112,2013,14-Jul-13,GSC,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,112,2013,14-Jul-13,GSC,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,112,2013,14-Jul-13,GSC,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,112,2013,14-Jul-13,GSC,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,112,2013,14-Jul-13,GSC,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,113,2013,21-Jul-13,GGI,1Ha,Largest Tree,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,113,2013,21-Jul-13,GGI,NE,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,None,
Rotation 1,113,2013,21-Jul-13,GGI,NE,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,113,2013,21-Jul-13,GGI,NW,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,None,
Rotation 1,113,2013,21-Jul-13,GGI,NW,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,113,2013,21-Jul-13,GGI,SE,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,None,
Rotation 1,113,2013,21-Jul-13,GGI,SE,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,113,2013,21-Jul-13,GGI,SW,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,None,
Rotation 1,113,2013,21-Jul-13,GGI,SW,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,134,2013,08-Jul-13,GSC,1Ha,Largest Tree,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,134,2013,08-Jul-13,GSC,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,134,2013,08-Jul-13,GSC,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,134,2013,08-Jul-13,GSC,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,134,2013,08-Jul-13,GSC,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,134,2013,08-Jul-13,GSC,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,134,2013,08-Jul-13,GSC,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,134,2013,08-Jul-13,GSC,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,134,2013,08-Jul-13,GSC,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,194,2013,07-Jul-13,GSC,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,194,2013,07-Jul-13,GSC,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,194,2013,07-Jul-13,GSC,NE,Secondary Species,Black Spruce,Picea mariana,Species,99004837,VNA,
Rotation 1,194,2013,07-Jul-13,GSC,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,194,2013,07-Jul-13,GSC,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,194,2013,07-Jul-13,GSC,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,194,2013,07-Jul-13,GSC,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,194,2013,07-Jul-13,GSC,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,194,2013,07-Jul-13,GSC,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,213,2013,21-Jul-13,MRE,1Ha,Largest Tree,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,213,2013,21-Jul-13,MRE,NE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,213,2013,21-Jul-13,MRE,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,213,2013,21-Jul-13,MRE,NW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,213,2013,21-Jul-13,MRE,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,213,2013,21-Jul-13,MRE,SE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,213,2013,21-Jul-13,MRE,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,213,2013,21-Jul-13,MRE,SW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,213,2013,21-Jul-13,MRE,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,231,2013,20-Jul-13,BJO2,1Ha,Largest Tree,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,231,2013,20-Jul-13,MHO,NE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,231,2013,20-Jul-13,MHO,NE,Secondary Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,231,2013,20-Jul-13,MHO,NW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,231,2013,20-Jul-13,MHO,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,231,2013,20-Jul-13,MHO,SE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 1,231,2013,20-Jul-13,MHO,SE,Secondary Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,231,2013,20-Jul-13,MHO,SW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,FC,
Rotation 1,231,2013,20-Jul-13,MHO,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,232,2013,21-Jul-13,BJO2,1Ha,Largest Tree,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,232,2013,21-Jul-13,MHO,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,232,2013,21-Jul-13,MHO,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,232,2013,21-Jul-13,MHO,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,232,2013,21-Jul-13,MHO,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,232,2013,21-Jul-13,MHO,SE,Leading Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,232,2013,21-Jul-13,MHO,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,232,2013,21-Jul-13,MHO,SW,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,232,2013,21-Jul-13,MHO,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,233,2013,22-Jul-13,BJO2,1Ha,Largest Tree,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,233,2013,22-Jul-13,BJO2,NE,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,233,2013,22-Jul-13,BJO2,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,233,2013,22-Jul-13,BJO2,NW,Leading Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,233,2013,22-Jul-13,BJO2,NW,Secondary Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,233,2013,22-Jul-13,BJO2,SE,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,233,2013,22-Jul-13,BJO2,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,233,2013,22-Jul-13,BJO2,SW,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,233,2013,22-Jul-13,BJO2,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,237,2013,09-Jun-13,JDE,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,237,2013,09-Jun-13,JDE,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,237,2013,09-Jun-13,JDE,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,237,2013,09-Jun-13,JDE,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,237,2013,09-Jun-13,JDE,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,237,2013,09-Jun-13,JDE,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,237,2013,09-Jun-13,JDE,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,237,2013,09-Jun-13,JDE,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,237,2013,09-Jun-13,JDE,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,238,2013,22-Jul-13,COS,1Ha,Largest Tree,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,238,2013,22-Jul-13,COS,NE,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,238,2013,22-Jul-13,COS,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,238,2013,22-Jul-13,COS,NW,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,238,2013,22-Jul-13,COS,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,238,2013,22-Jul-13,COS,SE,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,238,2013,22-Jul-13,COS,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,238,2013,22-Jul-13,TCH,SW,Leading Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,238,2013,22-Jul-13,TCH,SW,Secondary Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,239,2013,23-Jul-13,COS,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,239,2013,23-Jul-13,COS,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,239,2013,23-Jul-13,COS,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,239,2013,23-Jul-13,COS,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,239,2013,23-Jul-13,COS,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,239,2013,23-Jul-13,COS,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,239,2013,23-Jul-13,COS,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,239,2013,23-Jul-13,COS,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,239,2013,23-Jul-13,COS,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,261,2013,24-Jul-13,BJO2,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,261,2013,24-Jul-13,BJO2,NE,Leading Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,261,2013,24-Jul-13,BJO2,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,261,2013,24-Jul-13,BJO2,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,261,2013,24-Jul-13,BJO2,NW,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,261,2013,24-Jul-13,BJO2,SE,Leading Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,261,2013,24-Jul-13,BJO2,SE,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,261,2013,24-Jul-13,BJO2,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,261,2013,24-Jul-13,BJO2,SW,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,262,2013,23-Jul-13,BJO2,1Ha,Largest Tree,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,262,2013,23-Jul-13,BJO2,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 1,262,2013,23-Jul-13,BJO2,NE,Secondary Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,262,2013,23-Jul-13,BJO2,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,FC,
Rotation 1,262,2013,23-Jul-13,BJO2,NW,Secondary Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 1,262,2013,23-Jul-13,BJO2,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,262,2013,23-Jul-13,BJO2,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,262,2013,23-Jul-13,BJO2,SW,Leading Species,Tamarack,Larix laricina,Species,99004833,O,
Rotation 1,262,2013,23-Jul-13,BJO2,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,263,2013,22-Jul-13,GGI,1Ha,Largest Tree,Balsam Poplar,Populus balsamifera,Species,99003480,O,
Rotation 1,263,2013,22-Jul-13,GGI,NE,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,O,
Rotation 1,263,2013,22-Jul-13,GGI,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,263,2013,22-Jul-13,GGI,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,263,2013,22-Jul-13,GGI,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,263,2013,22-Jul-13,GGI,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,263,2013,22-Jul-13,GGI,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,263,2013,22-Jul-13,GGI,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,263,2013,22-Jul-13,GGI,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,267,2013,24-Jul-13,COS,1Ha,Largest Tree,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,267,2013,24-Jul-13,COS,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,267,2013,24-Jul-13,COS,NE,Secondary Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,267,2013,24-Jul-13,COS,NW,Leading Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,267,2013,24-Jul-13,COS,NW,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,267,2013,24-Jul-13,COS,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,267,2013,24-Jul-13,COS,SE,Secondary Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,267,2013,24-Jul-13,COS,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
